Date,Open,High,Low,Close
9/14/1961,722.2,723.2,713.1,715
9/15/1961,715,720.1,710.2,716.3
9/18/1961,716.3,716.9,705.6,711.2
9/19/1961,711.2,713,700.5,702.5
9/20/1961,702.5,709.2,699.9,707.3
9/21/1961,707.3,713.2,703.4,706.3
9/22/1961,706.3,707.5,698.7,701.6
9/25/1961,701.6,703,688.9,691.9
9/26/1961,691.9,700.4,689.1,693.2
9/27/1961,693.2,703.5,691.6,701.1
9/28/1961,701.1,706.2,696.8,700.3
9/29/1961,700.3,704.9,694.3,701.2
10/2/1961,701.2,705,695.6,699.8
10/3/1961,699.8,703,693.1,698.7
10/4/1961,698.7,706.8,698.1,703.3
10/5/1961,703.3,711.9,701.1,708.5
10/6/1961,708.5,714.1,704.4,708.3
10/9/1961,708.3,712.1,700.9,705.4
10/10/1961,705.4,709.6,700.6,706.7
10/11/1961,706.7,710.6,701.7,705.6
10/12/1961,705.6,709.5,701.1,705.5
10/13/1961,705.5,708.8,700.1,703.3
10/16/1961,703.3,707.8,699.2,703.2
10/17/1961,703.2,706.2,698.6,702
10/18/1961,702,708.4,699.6,704.2
10/19/1961,704.2,710.4,700.5,704.9
10/20/1961,704.9,708.8,700.5,705.6
10/23/1961,705.6,708.7,695.6,699
10/24/1961,699,704,693.8,697.2
10/25/1961,697.2,706.5,695.6,700.7
10/26/1961,700.7,704.8,694.8,700.7
10/27/1961,700.7,703.6,694.9,698.7
10/30/1961,698.7,704.6,696.4,701.1
10/31/1961,701.1,706.7,699.4,703.9
11/1/1961,703.9,708.1,700.1,703.8
11/2/1961,703.8,710.4,701.3,706.8
11/3/1961,706.8,712.6,702.6,709.3
11/6/1961,709.3,717.5,707.1,714.6
11/8/1961,714.7,726.7,714.7,723.7
11/9/1961,723.7,726.8,717.8,722.3
11/10/1961,722.3,727.5,718.3,724.8
11/13/1961,724.8,732.5,721.3,728.4
11/14/1961,728.4,736.7,724.4,732.6
11/15/1961,732.6,741.3,730.9,734.3
11/16/1961,734.3,737.5,725.8,733.3
11/17/1961,733.3,736,724.8,729.5
11/20/1961,729.5,735.6,725.3,730.1
11/21/1961,730.1,737.6,724.1,729.3
11/22/1961,729.3,734.2,725,730.4
11/24/1961,730.4,735.9,726.6,732.6
11/27/1961,732.6,738.4,726.9,732
11/28/1961,732,735.2,724.2,728.1
11/29/1961,728.1,732.1,722.6,727.2
11/30/1961,727.2,727.5,717.9,721.6
12/1/1961,721.6,732,719.7,728.8
12/4/1961,728.8,737.6,725.2,731.2
12/5/1961,731.2,734.9,726.8,731.3
12/6/1961,731.3,735.8,725,730.1
12/7/1961,730.1,733,723.4,726.5
12/8/1961,726.5,732.9,722.2,728.2
12/11/1961,728.2,736.4,725.8,732.6
12/12/1961,732.6,739.4,728.2,734
12/13/1961,734,739.9,730.6,734.9
12/14/1961,734.9,737.8,727.3,730.9
12/15/1961,730.9,734.6,725.7,729.4
12/18/1961,729.4,734.9,724.4,727.7
12/19/1961,727.7,727.7,719.3,722.4
12/20/1961,722.4,728.2,718.3,722.6
12/21/1961,722.6,725.6,717.3,720.1
12/22/1961,720.1,725.1,714.6,720.9
12/26/1961,720.9,727.4,717.9,723.1
12/27/1961,723.3,734.5,723.3,731.4
12/28/1961,731.4,738.8,728.9,731.5
12/29/1961,731.5,735,726.4,731.1
1/2/1962,731.1,734.4,721.4,724.7
1/3/1962,724.7,729.6,720.2,726
1/4/1962,726,733.8,718,722.5
1/5/1962,722.5,725.6,709.7,714.8
1/8/1962,714.8,715.7,698.4,709
1/9/1962,709,715,703.9,707.6
1/10/1962,707.6,711.8,701.7,706
1/11/1962,706,713.1,702.3,710.7
1/12/1962,710.7,717.7,707.9,711.7
1/15/1962,711.7,715,706.2,709.5
1/16/1962,709.5,711.2,701,705.3
1/17/1962,705.3,707,694.9,697.4
1/18/1962,697.4,700.1,690.2,696
1/19/1962,696,703.4,694.3,700.7
1/22/1962,700.7,706.3,698.1,702
1/23/1962,702,704.4,694.6,698.5
1/24/1962,698.5,701.7,689.5,698.2
1/25/1962,698.2,703.8,694.2,696.5
1/26/1962,696.5,698.1,689.1,692.2
1/29/1962,692.2,695.7,686.9,689.9
1/30/1962,689.9,698.4,687.8,694.1
1/31/1962,694.1,702.8,692.3,700
2/1/1962,700,707.4,696.1,702.5
2/2/1962,702.5,709.3,699.1,706.6
2/5/1962,706.6,710.8,702.3,706.1
2/6/1962,706.1,713.2,702.1,710.4
2/7/1962,710.4,717.4,708.9,715.7
2/8/1962,715.7,719.9,712.5,716.8
2/9/1962,716.8,718.4,709.3,714.3
2/12/1962,714.3,718.5,711.8,714.9
2/13/1962,714.9,718.7,711.3,714.3
2/14/1962,714.3,716.9,709.1,713.7
2/15/1962,713.7,720.8,711.8,717.3
2/16/1962,717.3,721.4,713.2,716.5
2/19/1962,716.5,720.1,711.3,714.4
2/20/1962,714.4,719.6,711.2,717.6
2/21/1962,717.6,720.1,710.4,713
2/23/1962,713,713.7,705.1,709.5
2/26/1962,709.5,711.8,702.9,706.2
2/27/1962,706.2,713,704.2,709.2
2/28/1962,709.2,713.8,704.9,708.1
3/1/1962,708.1,715.9,706.7,711.8
3/2/1962,711.8,715.6,707.6,711
3/5/1962,711,714.2,706,710
3/6/1962,710,712.9,704.8,708.2
3/7/1962,708.2,710.6,703.9,706.6
3/8/1962,706.6,715.3,704.6,713.8
3/9/1962,713.8,718.3,711,714.4
3/12/1962,714.4,718.4,709.6,714.7
3/13/1962,714.7,719.7,711.6,716.6
3/14/1962,716.6,724.7,715.9,721
3/15/1962,721,726.7,718.1,723.5
3/16/1962,723.5,727.1,719.3,722.3
3/19/1962,722.3,725.3,717.4,720.4
3/20/1962,720.4,723.2,716.8,719.7
3/21/1962,719.7,722.5,713.6,716.6
3/22/1962,716.6,720.2,713.4,716.7
3/23/1962,716.7,720.2,713,716.5
3/26/1962,716.5,717.9,708.7,710.7
3/27/1962,710.7,713.3,704.1,707.3
3/28/1962,707.3,714.6,705.7,712.3
3/29/1962,712.3,716.9,709.6,711.3
3/30/1962,711.3,712.2,703.3,707
4/2/1962,707,709.7,702.9,705.4
4/3/1962,705.4,707.5,697.6,700.6
4/4/1962,700.6,705.1,695.3,696.9
4/5/1962,696.9,703.4,693.3,700.9
4/6/1962,700.9,705.4,697.7,699.6
4/9/1962,699.6,701.2,691.3,693
4/10/1962,693,697.9,688.8,695.5
4/11/1962,695.5,703.7,693.4,694.9
4/12/1962,694.4,694.4,683.5,685.7
4/13/1962,685.7,691.9,679.1,687.9
4/16/1962,687.9,690.7,681.2,684.1
4/17/1962,684.1,690.9,681.3,688.4
4/18/1962,688.4,696,686.8,691
4/19/1962,691,696.8,688.6,694.3
4/23/1962,694.3,700,690.4,694.6
4/24/1962,694.6,698.4,690.3,693
4/25/1962,693,694.1,681.6,683.7
4/26/1962,683.7,687.8,676.3,678.7
4/27/1962,678.7,685.8,668.4,672.2
4/30/1962,672.2,678.6,661.5,665.3
5/1/1962,665.3,673.6,655.4,671.2
5/2/1962,671.2,677.4,666.1,670
5/3/1962,670,679.2,668.9,675.5
5/4/1962,675.5,676.8,666.8,671.2
5/7/1962,671.2,675.7,666.4,671
5/8/1962,671,672.7,661.4,663.9
5/9/1962,663.9,664.2,652.3,654.7
5/10/1962,654.7,656.1,641.5,647.2
5/11/1962,647.2,653.8,637.5,640.6
5/14/1962,640.6,649.1,626.9,646.2
5/15/1962,647.6,660.6,647.6,655.4
5/16/1962,655.4,660.2,650.1,654
5/17/1962,654,654.3,644,649.8
5/18/1962,649.8,653.6,644.6,650.7
5/21/1962,650.7,652.1,645.1,648.6
5/22/1962,648.6,649.3,634.6,636.3
5/23/1962,636.3,637.8,622.6,626.5
5/24/1962,626.5,634.2,619.8,622.6
5/25/1962,622.6,625.9,606.2,611.9
5/28/1962,609.8,609.8,573.6,576.9
5/29/1962,576.9,613.1,553.8,604
5/31/1962,605.7,625,605.7,613.4
6/1/1962,613.4,616.5,603.6,611.1
6/4/1962,608.8,608.8,591.4,593.7
6/5/1962,593.7,603.4,584.1,595
6/6/1962,595.5,611.8,595.5,603.9
6/7/1962,603.9,608.1,599.3,602.2
6/8/1962,602.2,607.3,598.6,601.6
6/11/1962,601.6,603.2,592.7,595.2
6/12/1962,593.8,593.8,580.1,580.9
6/13/1962,580.9,586.4,572.2,574
6/14/1962,574,579.1,560.3,563
6/15/1962,563,579.9,556.1,578.2
6/18/1962,578.2,583.1,567.1,574.2
6/19/1962,574.2,575.2,566.6,571.6
6/20/1962,571.6,574.6,561.3,563.1
6/21/1962,561.9,561.9,549.2,550.5
6/22/1962,550.5,552,537.6,539.2
6/25/1962,539.2,541.2,524.6,536.8
6/26/1962,536.8,548.6,533.5,535.8
6/27/1962,535.8,539.3,528.7,537
6/28/1962,541.5,559.3,541.5,557.4
6/29/1962,557.4,569.1,555.2,561.3
7/2/1962,561.3,576.6,557.3,573.8
7/3/1962,573.8,583,570.5,579.5
7/5/1962,579.5,586.3,577.4,583.9
7/6/1962,582.6,582.6,571.3,576.2
7/9/1962,576.2,582.3,569.7,580.8
7/10/1962,583.5,599,583.5,586
7/11/1962,586,590.9,580.4,589.1
7/12/1962,589.1,596.6,586.7,590.3
7/13/1962,590.3,593,583.9,590.2
7/16/1962,590.2,591.2,582.4,588.1
7/17/1962,588.1,588.8,576.6,577.9
7/18/1962,577.4,577.4,568,571.2
7/19/1962,571.2,578.7,569,573.2
7/20/1962,573.2,579.9,570.8,577.2
7/23/1962,577.2,582.2,574.5,577.5
7/24/1962,577.5,579.3,572,574.1
7/25/1962,574.1,576.6,568.1,574.7
7/26/1962,574.7,582.9,574.1,579.6
7/27/1962,579.6,586.8,577.1,585
7/30/1962,585,593,583.9,591.4
7/31/1962,591.8,601.2,591.8,597.9
8/1/1962,597.6,597.6,588.7,591.4
8/2/1962,591.4,596.6,588.3,593.8
8/3/1962,593.8,598.4,591.1,596.4
8/6/1962,596.4,598.6,590.3,593.2
8/7/1962,593.2,593.7,585.7,588.4
8/8/1962,588.4,592.1,582.1,590.9
8/9/1962,590.9,595.2,588.4,591.2
8/10/1962,591.2,595.7,587.6,592.3
8/13/1962,592.3,597.5,590.7,595.3
8/14/1962,595.3,603.9,593,601.9
8/15/1962,601.9,610.9,601.9,606.8
8/16/1962,606.8,611.2,602.7,606.7
8/17/1962,606.7,612,604.6,610
8/20/1962,610,615.7,608.1,612.9
8/21/1962,612.9,614.7,605.8,608.6
8/22/1962,608.6,617.6,606.4,615.5
8/23/1962,615.5,622,612.3,616
8/24/1962,616,617.7,608.8,613.7
8/27/1962,613.7,616.8,609.3,612.6
8/28/1962,612.6,613.1,603,605.3
8/29/1962,605.3,606.4,598.8,603.2
8/30/1962,603.2,606.8,599.9,602.3
8/31/1962,602.3,610.2,600.3,609.2
9/4/1962,609.2,612.4,601.3,602.5
9/5/1962,602.5,605,596.4,599.1
9/6/1962,599.1,603.3,594.1,600.8
9/7/1962,600.8,606.3,598.3,600.9
9/10/1962,600.9,603.7,595.4,602
9/11/1962,602,607.9,599.2,604
9/12/1962,604,609,601.3,606.3
9/13/1962,606.3,609.8,601.9,604
9/14/1962,604,607.9,601.3,605.8
9/17/1962,605.8,611.6,603.5,607.6
9/18/1962,607.6,612.4,604.8,607.1
9/19/1962,607.1,609.9,603.7,607.1
9/20/1962,607.1,608.9,600.3,601.7
9/21/1962,601.3,601.3,589.5,591.8
9/24/1962,589.1,589.1,578.7,582.9
9/25/1962,582.9,590.5,578.7,588.2
9/26/1962,588.2,591.3,576.3,578.5
9/27/1962,578.5,582,572.2,574.1
9/28/1962,574.1,582.7,573.2,579
10/1/1962,579,579.9,569.2,572
10/2/1962,572,582.7,570.8,578.7
10/3/1962,578.7,584.4,576.1,578.5
10/4/1962,578.5,583.4,575.4,582.4
10/5/1962,582.4,588.5,581.1,586.6
10/8/1962,586.6,589.9,583.2,586.1
10/9/1962,586.1,589.4,582.7,587.2
10/10/1962,587.2,594,586.3,588.1
10/11/1962,588.1,590.7,584.1,586.5
10/12/1962,586.5,589,582.8,586.5
10/15/1962,586.5,592.3,584.1,589.7
10/16/1962,589.7,594.1,587,589.4
10/17/1962,589.4,590.5,581.9,587.7
10/18/1962,587.7,588,579.4,581.2
10/19/1962,581.2,582.8,570.4,573.3
10/22/1962,573.3,573.4,563.2,568.6
10/23/1962,568.6,574,556.2,558.1
10/24/1962,558.1,578.5,549.7,576.7
10/25/1962,575.8,575.8,562.8,570.9
10/26/1962,570.9,573.5,564.9,569
10/29/1962,576.1,586.6,576.1,579.4
10/30/1962,579.4,591.5,578.9,589
10/31/1962,589,594.8,586.1,589.8
11/1/1962,589.8,599.6,582.7,597.1
11/2/1962,597.1,609.4,592.9,604.6
11/5/1962,604.6,614.5,602.7,610.5
11/7/1962,610.5,620.1,605.6,615.8
11/8/1962,615.8,619.7,606.8,609.1
11/9/1962,609.1,617.5,605.3,616.1
11/12/1962,617.4,627.3,617.4,624.4
11/13/1962,624.4,628.5,618.9,623.1
11/14/1962,623.1,633,619.8,630.5
11/15/1962,630.5,636.3,626.7,629.1
11/16/1962,629.1,633.8,623.9,631
11/19/1962,631,633.4,624,626.2
11/20/1962,626.2,634.9,624.2,632.9
11/21/1962,632.9,640.4,630.2,637.3
11/23/1962,637.3,649.3,635.5,644.9
11/26/1962,644.9,651.3,638.3,642.1
11/27/1962,642.1,650.4,639.7,648.1
11/28/1962,648.1,654.9,646.5,651.9
11/29/1962,651.9,656,646.5,652.6
11/30/1962,652.6,655,645.7,649.3
12/3/1962,649.3,651.2,642.1,646.4
12/4/1962,646.4,654.6,644.1,651.5
12/5/1962,651.5,658.8,649.7,654
12/6/1962,654,657,646.9,651.7
12/7/1962,651.7,655.8,646.9,652.1
12/10/1962,652.1,655.1,642.7,645.1
12/11/1962,645.1,648.5,638.9,645.2
12/12/1962,645.2,653,643.5,647.3
12/13/1962,647.3,651.9,641.7,645.2
12/14/1962,645.2,650.4,641,648.1
12/17/1962,648.1,651,643,645.5
12/18/1962,645.5,646.8,638.1,640.1
12/19/1962,640.1,648.6,636.9,647
12/20/1962,647,652.7,645.2,648.6
12/21/1962,648.6,651.8,643.4,646.4
12/24/1962,646.4,651.5,643.7,647.7
12/26/1962,647.7,654.4,647.3,651.6
12/27/1962,651.6,655.1,648.4,650.6
12/28/1962,650.6,653.9,647.2,651.4
12/31/1962,651.4,654.5,648.1,652.1
1/2/1963,652.1,654.5,643.6,646.8
1/3/1963,646.8,659.2,646.6,657.4
1/4/1963,657.4,665.7,656.3,662.2
1/7/1963,662.2,666.7,657.8,662.1
1/8/1963,662.1,672.2,661.1,669.9
1/9/1963,669.9,674.2,666,668
1/10/1963,668,673.7,666.5,669.5
1/11/1963,669.5,673.6,665.9,671.6
1/14/1963,671.6,678.5,669.4,675.7
1/15/1963,675.7,680.8,672.1,675.4
1/16/1963,675.4,676,666.7,669
1/17/1963,669,676.1,665.1,673
1/18/1963,673,679.1,669.6,672.5
1/21/1963,672.5,676.7,668.4,675.2
1/22/1963,675.2,679.1,671.8,675.5
1/23/1963,675.5,680.4,674,677.6
1/24/1963,677.6,681.1,673.9,677
1/25/1963,677,683.8,673.3,679.7
1/28/1963,679.7,686.5,678.5,682.9
1/29/1963,682.9,686.9,678.3,683.7
1/30/1963,683.7,684.5,675.8,678.6
1/31/1963,678.6,685.2,675.3,682.9
2/1/1963,682.9,686.6,679.2,683.2
2/4/1963,683.2,687.2,678.9,682
2/5/1963,682,683.7,672.6,681.3
2/6/1963,681.3,686.7,678.3,682.5
2/7/1963,682.5,686.3,676.5,679.1
2/8/1963,679.1,682.3,673.9,679.9
2/11/1963,679.9,681.9,673,674.7
2/12/1963,674.7,678.1,669.8,676.6
2/13/1963,676.6,684.8,674.5,681.7
2/14/1963,681.7,688.7,679.6,684.9
2/15/1963,684.9,689.7,680.9,686.1
2/18/1963,686.1,694.3,685.2,689
2/19/1963,689,690.5,683.7,686.8
2/20/1963,686.1,686.1,678.8,682.1
2/21/1963,682.1,684.9,675.9,681.6
2/25/1963,681.6,682.1,673.2,674.6
2/26/1963,674.6,679.2,671.3,675.3
2/27/1963,675.3,678.1,669.1,670.8
2/28/1963,670.8,672.6,661.3,662.9
3/1/1963,662.9,667.6,656.7,659.7
3/4/1963,659.7,670.3,659.2,667
3/5/1963,667,672.9,663,667.2
3/6/1963,667.2,669.8,662,668.1
3/7/1963,668.1,675,667.1,671.4
3/8/1963,671.4,675.6,668.4,672.4
3/11/1963,672.4,677.8,670,674
3/12/1963,674,678.2,671.3,675.2
3/13/1963,675.2,680.9,673.6,677.7
3/14/1963,677.7,680.1,672,673.7
3/15/1963,673.7,679.3,671.7,676.3
3/18/1963,676.3,678.9,671.1,673.6
3/19/1963,673.6,676,669.2,672.1
3/20/1963,672.1,679.3,671.1,677.1
3/21/1963,677.1,680,673.2,675.6
3/22/1963,675.6,680.7,673.2,677.8
3/25/1963,677.8,682.3,674.9,678.2
3/26/1963,678.2,684.2,676.8,680.4
3/27/1963,680.4,687,679.2,684.7
3/28/1963,684.7,687.4,680.8,682.5
3/29/1963,682.5,685.7,678.9,682.5
4/1/1963,682.5,689.3,680.6,685.9
4/2/1963,685.9,691.2,682.1,684.3
4/3/1963,684.3,692.8,683.2,690.5
4/4/1963,690.8,699.1,690.8,697.1
4/5/1963,697.1,703.8,693.2,702.4
4/8/1963,702.4,709.5,700.8,706
4/9/1963,706,709.8,701.1,706
4/10/1963,706,710.5,698.3,704.4
4/11/1963,704.4,711.3,700.1,708.5
4/15/1963,708.5,716.6,705.9,711.4
4/16/1963,711.4,716.7,706.3,710.9
4/17/1963,710.9,715.2,705.2,710.3
4/18/1963,710.3,713.3,705.4,708.2
4/19/1963,708.2,713.7,705.3,711.7
4/22/1963,711.7,717.1,708.7,711
4/23/1963,711,717.5,707.8,715
4/24/1963,715,721,713.9,717.7
4/25/1963,717.7,721.9,712.7,718.3
4/26/1963,718.3,721.6,714.8,717.2
4/29/1963,717.2,719.5,712.1,715.1
4/30/1963,715.1,721.5,711.9,717.7
5/1/1963,717.7,723.9,716.4,719.7
5/2/1963,719.7,724.7,717.3,721.1
5/3/1963,721.1,723.8,716.5,718.1
5/6/1963,718.1,721.8,711.7,713.8
5/7/1963,713.8,716.8,708.2,712.6
5/8/1963,712.6,721,711,718.5
5/9/1963,718.5,726.5,717.2,722
5/10/1963,722,726,718.6,723.3
5/13/1963,723.3,727.1,720.5,723
5/14/1963,723,724.9,718,719.8
5/15/1963,719.8,727.7,717.2,724.3
5/16/1963,724.3,728.6,719.8,722.8
5/17/1963,722.8,727.1,720,724.8
5/20/1963,724.8,726.2,716.5,720.2
5/21/1963,720.2,727.3,717.5,724
5/22/1963,724,728.8,720.2,722.8
5/23/1963,722.8,725.7,718.1,721.4
5/24/1963,721.4,724.6,716.7,720.5
5/27/1963,720.5,722,714.5,718.3
5/28/1963,718.3,722.2,714.3,718
5/29/1963,718,725.6,717.2,722.5
5/31/1963,722.5,730.4,721.9,727
6/3/1963,727,731.6,723.6,726.3
6/4/1963,726.3,730,721.3,726.5
6/5/1963,726.5,733,722.5,725.9
6/6/1963,725.9,730.8,721.8,726.9
6/7/1963,726.9,730.3,719.4,722.4
6/10/1963,722.4,722.9,711.7,716.5
6/11/1963,716.5,721.9,714,718.4
6/12/1963,718.4,727.6,717.1,723.4
6/13/1963,723.4,727.1,719.9,721.4
6/14/1963,721.4,725.7,718.3,722
6/17/1963,722,723.6,716.1,718.2
6/18/1963,718.2,722.5,715,718.9
6/19/1963,718.9,723.3,716,719.8
6/20/1963,719.8,722.8,712,718.9
6/21/1963,718.9,724.8,716.1,720.8
6/24/1963,720.8,723.9,715.6,718.4
6/25/1963,718.4,722.1,713.8,716.3
6/26/1963,716.3,716.5,706.5,709
6/27/1963,709,712.9,702.4,706
6/28/1963,706,710.8,702.9,706.9
7/1/1963,706.9,709.1,698.9,701.4
7/2/1963,701.4,711.4,699.9,708.9
7/3/1963,708.9,716.2,708.5,713.4
